71,115,90,59,44,38,35,53,47,88,0,0
87,125,77,56,31,33,32,27,51,78,89,83
101,86,66,64,38,42,41,40,29,57,54,97
69,0,0,50,49,27,40,38,40,0,121,147
132,105,118,69,45,33,36,41,49,82,128,92
119,144,107,76,47,42,41,39,47,88,74,129
122,91,84,94,56,51,0,51,0,0,96,84
121,121,74,68,53,59,53,54,59,98,97,118
59,103,107,75,57,58,55,70,71,0,95,133
0,0,0,64,0,0,0,0,0,0,0,0
